encoding,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,spike_sparsity_pct_mean,spike_sparsity_pct_std,energy_ratio_mean,energy_ratio_std,energy_savings_pct_mean,energy_savings_pct_std,semantic_preservation_score
poisson_rate,0.08,,0.013314203730272596,,35.70628762245178,,4472.8284922499,,99.97764278237511,,0.9963885545730591
latency,0.08,,0.011904761904761904,,98.66852164268494,,325816.2195590851,,99.99969307850868,,0.9998935461044312
temporal,0.18,,0.019067796610169493,,98.66666793823242,,325357.96883068146,,99.99969264622483,,0.9997250437736511
population,0.18,,0.019067796610169493,,38.99964690208435,,748.2853027934229,,99.8663611330776,,0.9995678067207336
binary_threshold,0.18,,0.03571428571428571,,75.0,,14567.79494568989,,99.99313554313657,,0.5414583683013916
